,x,SuccessRate,PER,RedundancyUsed
0,0.001,0.76,0.25175,194.7
1,0.0011352775264921833,0.7033333333333334,0.31245833333333334,193.38333333333335
2,0.00128885506215821,0.6166666666666667,0.40241666666666664,190.93333333333334
3,0.0014632081869739018,0.41333333333333333,0.600664029535865,193.51666666666668
4,0.0016611473712508432,0.6333333333333333,0.382375,193.06666666666666
5,0.0018858632787726497,0.4166666666666667,0.609125,189.41666666666669
6,0.0021409781984274524,0.65,0.36754166666666666,191.84999999999997
7,0.002430604433384409,0.5433333333333333,0.47558333333333336,192.51666666666665
8,0.0027594105890135865,0.6333333333333333,0.39529166666666665,187.9
9,0.0031326968280716828,0.7833333333333333,0.230375,193.64999999999998
10,0.0035564803062231283,0.5933333333333334,0.4409166666666667,184.38333333333333
11,0.004037592165067156,0.75,0.285043776371308,186.8
12,0.00458378764614166,0.58,0.458375,183.51666666666668
13,0.00520387110087713,0.7266666666666667,0.319125,179.98333333333335
14,0.005907837911587943,0.71,0.3475416666666667,175.21666666666667
15,0.006707035611184306,0.62,0.4327916666666667,178.81666666666666
16,0.007614346798760308,0.66,0.40325210970464137,172.56666666666666
17,0.008644396799550277,0.6266666666666667,0.4482188818565401,166.58333333333334
18,0.009813789416610383,0.7,0.37775,167.91666666666669
19,0.011141374574404608,0.6633333333333333,0.41120833333333334,166.75
20,0.012648552168552964,0.7066666666666667,0.392457805907173,157.23333333333332
21,0.014359617019622151,0.71,0.3855,157.91666666666669
22,0.01630215049141169,0.7533333333333333,0.36866666666666664,149.06666666666666
23,0.018507465086393195,0.72,0.41483333333333333,144.03333333333333
24,0.02101110918492091,0.7433333333333333,0.41083333333333333,134.73333333333332
25,0.0238534400643142,0.7766666666666666,0.40473786919831223,123.95
26,0.027080274434544173,0.7233333333333334,0.43354166666666666,134.26666666666665
27,0.030743626976778814,0.8066666666666666,0.376,122.1
28,0.03490254878959581,0.8466666666666667,0.352125,116.95
29,0.039624079258125076,0.8233333333333334,0.3946344936708861,110.81666666666668
30,0.044984326689694466,0.85,0.4123612869198312,90.74999999999999
31,0.05106969513519263,0.8666666666666667,0.41537552742616035,83.88333333333331
32,0.057978277171791374,0.8766666666666667,0.3864815400843882,93.1
33,0.06582143509786953,0.8933333333333333,0.4060690928270042,78.53333333333332
34,0.0747255960280751,0.93,0.3972668776371308,66.91666666666666
35,0.08483428982440722,0.9333333333333333,0.41304324894514766,59.73333333333333
36,0.09631046271357402,0.8833333333333333,0.4225595991561181,73.93333333333335
37,0.109339103884784,0.9366666666666666,0.37589398734177215,71.88333333333333
38,0.12413022740718946,0.9433333333333334,0.4110986286919831,61.833333333333336
39,0.14092225753374626,0.9766666666666667,0.39683649789029535,50.86666666666666
40,0.1599858719606059,0.9733333333333334,0.38806170886075947,54.633333333333326
41,0.1816283649931318,0.99,0.38906012658227845,47.5
42,0.20619860095022213,0.97,0.3968080168776371,52.78333333333334
43,0.23409263765291694,0.9933333333333333,0.4004757383966245,43.01666666666666
44,0.26576011064463445,0.9966666666666667,0.4004345991561181,40.85000000000001
45,0.30171148105292955,0.9966666666666667,0.40076213080168777,40.766666666666666
46,0.3425262639240631,0.9966666666666667,0.3931756329113924,43.75
47,0.3888623696663191,0.9966666666666667,0.3927626582278481,44.033333333333346
48,0.4414667091806677,1.0,0.3967610759493671,41.28333333333334
49,0.5011872336272722,1.0,0.3968022151898734,41.266666666666666
